augmented_id,parent_spectrum_id,parent_group,model_label,major_category,subtype_label,source_type,split_main,repository_file,random_seed,augmentation_parameters_json
PARENT_0321__AUG_0169,PARENT_0321,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0321__AUG_0169.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [165.6353, 242.7739, 308.3418, 386.4447, 433.6921, 536.383, 563.8636, 609.6647, 668.0008, 743.6931, 786.1194, 1083.585], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.1286171921366497, ""symmetric_broadening_alpha"": 0.435423917993091, ""weak_band_attenuation_windows"": [{""factor"": 0.8205742822399037, ""index_start"": 1489, ""index_stop"": 1529}, {""factor"": 0.8373209685698917, ""index_start"": 158, ""index_stop"": 180}]}"
PARENT_0825__AUG_0170,PARENT_0825,Lab-acquired DUV spectra__DUV-Colemanite,Borate,Borate,Colemanite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0825__AUG_0170.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [1067.71421, 1610.1891, 3202.30472, 3569.83948, 3601.93859, 3635.64265, 3640.45751, 3642.06247, 3996.75758, 3996.75758, 3996.75758, 3996.75758], ""gaussian_noise_sigma_normalized"": 0.015214801889527348, ""intensity_gamma"": 1.077340142934235, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.913078454293098, ""index_start"": 1293, ""index_stop"": 1315}, {""factor"": 0.9327902041798015, ""index_start"": 712, ""index_stop"": 780}, {""factor"": 0.9233304555514966, ""index_start"": 1356, ""index_stop"": 1376}]}"
PARENT_0317__AUG_0171,PARENT_0317,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0317__AUG_0171.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.07927714799249007, ""center_cm-1"": 308.108, ""sigma_cm-1"": 7.113061003924575}, {""amplitude"": 0.039504026503784914, ""center_cm-1"": 386.605, ""sigma_cm-1"": 8.19391058225514}, {""amplitude"": -0.07929350176134646, ""center_cm-1"": 534.858, ""sigma_cm-1"": 5.649405347833067}, {""amplitude"": 0.059073882943298, ""center_cm-1"": 566.576, ""sigma_cm-1"": 7.665460860248575}, {""amplitude"": -0.006247682907921645, ""center_cm-1"": 609.997, ""sigma_cm-1"": 6.5667289393195265}, {""amplitude"": -0.04680325658086163, ""center_cm-1"": 670.154, ""sigma_cm-1"": 7.885443142461895}, {""amplitude"": -0.026626954624324954, ""center_cm-1"": 745.397, ""sigma_cm-1"": 5.558856329955559}, {""amplitude"": 0.07567588840584112, ""center_cm-1"": 789.195, ""sigma_cm-1"": 6.8780650989408345}, {""amplitude"": -0.06261214238125365, ""center_cm-1"": 983.49, ""sigma_cm-1"": 6.88669046264487}, {""amplitude"": 0.06585178372632021, ""center_cm-1"": 1084.539, ""sigma_cm-1"": 9.122060443717263}, {""amplitude"": 0.0007823003017933816, ""center_cm-1"": 1138.914, ""sigma_cm-1"": 9.74685922933066}, {""amplitude"": 0.014144067019415604, ""center_cm-1"": 1202.715, ""sigma_cm-1"": 6.656142697052588}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.014658670424230587, 0.009253348924866045, -0.013227821846756022], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [308.108, 386.605, 534.858, 566.576, 609.997, 670.154, 745.397, 789.195, 983.49, 1084.539, 1138.914, 1202.715], ""gaussian_noise_sigma_normalized"": 0.023495818893866108, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.2819001833826659, ""weak_band_attenuation_windows"": []}"
PARENT_0328__AUG_0172,PARENT_0328,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0328__AUG_0172.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.0009815028919665375, 0.0051525153583110266, 0.005243620352567394], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [110.1752, 126.085, 140.0664, 195.5099, 261.5599, 301.0935, 438.9789, 484.2979, 529.6169, 593.2564, 745.6053, 972.2003], ""gaussian_noise_sigma_normalized"": 0.023601451627360315, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.3226585042151942, ""weak_band_attenuation_windows"": []}"
PARENT_0323__AUG_0173,PARENT_0323,RRUFF database__R050661,Borate,Borate,Kernite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0323__AUG_0173.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.002808282639987332, 0.03278380552742457, -0.012351122406476763], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [172.2236, 257.0763, 318.3051, 387.2479, 426.2994, 458.1192, 496.2064, 580.0948, 737.2651, 846.7057, 930.112, 1028.464], ""gaussian_noise_sigma_normalized"": 0.011523824979156504, ""intensity_gamma"": 1.1023035031996733, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.8455363696181614, ""index_start"": 424, ""index_stop"": 472}, {""factor"": 0.889104275637356, ""index_start"": 1418, ""index_stop"": 1474}]}"
PARENT_0322__AUG_0174,PARENT_0322,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0322__AUG_0174.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.021303059253230214, ""center_cm-1"": 95.41614, ""sigma_cm-1"": 5.69484556024549}, {""amplitude"": 0.04226670679568109, ""center_cm-1"": 242.4617, ""sigma_cm-1"": 6.645114733418227}, {""amplitude"": -0.06239513528463814, ""center_cm-1"": 308.9938, ""sigma_cm-1"": 5.590344004443669}, {""amplitude"": -0.007606916315914203, ""center_cm-1"": 386.6146, ""sigma_cm-1"": 4.266716228001033}, {""amplitude"": -0.015933580966072225, ""center_cm-1"": 533.6602, ""sigma_cm-1"": 5.545028919080645}, {""amplitude"": -0.04183889314692566, ""center_cm-1"": 564.0335, ""sigma_cm-1"": 5.539930507722845}, {""amplitude"": 0.05505873393853154, ""center_cm-1"": 610.3167, ""sigma_cm-1"": 6.581177373450378}, {""amplitude"": 0.007694047871060053, ""center_cm-1"": 668.6528, ""sigma_cm-1"": 6.044197826113212}, {""amplitude"": 0.05184684303662994, ""center_cm-1"": 744.3451, ""sigma_cm-1"": 8.415194062845522}, {""amplitude"": 0.021701436624069495, ""center_cm-1"": 787.2535, ""sigma_cm-1"": 8.720556334794754}, {""amplitude"": 0.03919751037559696, ""center_cm-1"": 1079.416, ""sigma_cm-1"": 6.3845753595767185}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [95.41614, 242.4617, 308.9938, 386.6146, 533.6602, 564.0335, 610.3167, 668.6528, 744.3451, 787.2535, 1079.416], ""gaussian_noise_sigma_normalized"": 0.017529354384785114, ""intensity_gamma"": 0.9460538519428001, ""symmetric_broadening_alpha"": 0.30021945219578633, ""weak_band_attenuation_windows"": []}"
PARENT_0317__AUG_0175,PARENT_0317,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0317__AUG_0175.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.022917519207464026, -0.01681964085790446, 0.015957453301383106], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [308.108, 386.605, 534.858, 566.576, 609.997, 670.154, 745.397, 789.195, 983.49, 1084.539, 1138.914, 1202.715], ""gaussian_noise_sigma_normalized"": 0.006387046649485011, ""intensity_gamma"": 0.7612481130121705, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0323__AUG_0176,PARENT_0323,RRUFF database__R050661,Borate,Borate,Kernite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0323__AUG_0176.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.004317220357755055, 0.003067198226655086, 0.00565771249783569], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [172.2236, 257.0763, 318.3051, 387.2479, 426.2994, 458.1192, 496.2064, 580.0948, 737.2651, 846.7057, 930.112, 1028.464], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.7992081342854807, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0325__AUG_0177,PARENT_0325,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0325__AUG_0177.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.012246911757715324, -0.006780596696034329, -0.03555520572732259], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [196.7117, 215.0322, 229.9778, 262.7617, 300.3668, 440.1806, 483.5711, 528.408, 591.5652, 744.8784, 972.9196, 1008.596], ""gaussian_noise_sigma_normalized"": 0.016735667960077808, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0327__AUG_0178,PARENT_0327,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0327__AUG_0178.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [140.1837, 168.1465, 193.6987, 260.7129, 300.2465, 438.6139, 482.4865, 529.2519, 592.8912, 743.7938, 973.2813, 1011.369], ""gaussian_noise_sigma_normalized"": 0.016973715681996612, ""intensity_gamma"": 1.0289095483233568, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0317__AUG_0179,PARENT_0317,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0317__AUG_0179.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.01500034115769018, 0.012377255868051416, 0.005909113280234381], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [308.108, 386.605, 534.858, 566.576, 609.997, 670.154, 745.397, 789.195, 983.49, 1084.539, 1138.914, 1202.715], ""gaussian_noise_sigma_normalized"": 0.0076712226115499774, ""intensity_gamma"": 0.9253999351431237, ""symmetric_broadening_alpha"": 0.44400247145580424, ""weak_band_attenuation_windows"": [{""factor"": 0.8824669288924621, ""index_start"": 690, ""index_stop"": 722}]}"
PARENT_0871__AUG_0180,PARENT_0871,Lab-acquired DUV spectra__DUV-Ulexite,Borate,Borate,Ulexite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0871__AUG_0180.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [971.32687, 1368.63225, 3408.8491, 3554.88567, 3554.88567, 3559.18086, 3561.32846, 3572.06644, 3580.65683, 3580.65683, 3589.24722, 3597.8376], ""gaussian_noise_sigma_normalized"": 0.009237130950479485, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0325__AUG_0181,PARENT_0325,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0325__AUG_0181.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.012422300901710523, ""center_cm-1"": 196.7117, ""sigma_cm-1"": 6.185470279043674}, {""amplitude"": -0.059071080960460876, ""center_cm-1"": 215.0322, ""sigma_cm-1"": 5.90421095558861}, {""amplitude"": 0.07298492188368914, ""center_cm-1"": 229.9778, ""sigma_cm-1"": 9.101420039951469}, {""amplitude"": -0.009014249365276741, ""center_cm-1"": 262.7617, ""sigma_cm-1"": 5.325179356920188}, {""amplitude"": 0.01605934539720774, ""center_cm-1"": 300.3668, ""sigma_cm-1"": 8.024041100348422}, {""amplitude"": -0.06408266854538683, ""center_cm-1"": 440.1806, ""sigma_cm-1"": 8.997274762503658}, {""amplitude"": -0.025569321670985266, ""center_cm-1"": 483.5711, ""sigma_cm-1"": 7.105016520315324}, {""amplitude"": 0.05725900910394503, ""center_cm-1"": 528.408, ""sigma_cm-1"": 9.13045353537888}, {""amplitude"": -0.03963956128153073, ""center_cm-1"": 591.5652, ""sigma_cm-1"": 8.770518378855542}, {""amplitude"": 0.06481958582169732, ""center_cm-1"": 744.8784, ""sigma_cm-1"": 4.255523971370649}, {""amplitude"": -0.05424001049284399, ""center_cm-1"": 972.9196, ""sigma_cm-1"": 6.514260473455739}, {""amplitude"": 0.029925094402462507, ""center_cm-1"": 1008.596, ""sigma_cm-1"": 5.9680025165862505}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [196.7117, 215.0322, 229.9778, 262.7617, 300.3668, 440.1806, 483.5711, 528.408, 591.5652, 744.8784, 972.9196, 1008.596], ""gaussian_noise_sigma_normalized"": 0.021402639489570368, ""intensity_gamma"": 0.763104086819772, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0319__AUG_0182,PARENT_0319,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0319__AUG_0182.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0248918666929753, 0.012984109239030133, -0.0063034433610556365], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [150.0254, 221.8607, 308.6417, 386.7445, 534.2722, 563.1991, 610.4465, 668.7826, 744.4749, 787.8654, 873.2, 1081.956], ""gaussian_noise_sigma_normalized"": 0.01805007167602243, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0328__AUG_0183,PARENT_0328,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0328__AUG_0183.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.01440061546068902, ""center_cm-1"": 110.1752, ""sigma_cm-1"": 8.21508081311746}, {""amplitude"": 0.023189747916713466, ""center_cm-1"": 126.085, ""sigma_cm-1"": 4.95158051853282}, {""amplitude"": -0.0689393467998468, ""center_cm-1"": 140.0664, ""sigma_cm-1"": 5.920444165240568}, {""amplitude"": -0.06883758168006689, ""center_cm-1"": 195.5099, ""sigma_cm-1"": 9.72168650101493}, {""amplitude"": 0.07066532683522518, ""center_cm-1"": 261.5599, ""sigma_cm-1"": 7.9484425424282685}, {""amplitude"": 0.015325295988378868, ""center_cm-1"": 301.0935, ""sigma_cm-1"": 6.599948882911257}, {""amplitude"": 0.048863393225489896, ""center_cm-1"": 438.9789, ""sigma_cm-1"": 6.4758031224738035}, {""amplitude"": -0.01194953693483182, ""center_cm-1"": 484.2979, ""sigma_cm-1"": 4.633199149255175}, {""amplitude"": -0.04173958521961607, ""center_cm-1"": 529.6169, ""sigma_cm-1"": 7.6035288785989845}, {""amplitude"": -0.006509977355582966, ""center_cm-1"": 593.2564, ""sigma_cm-1"": 9.218543807222957}, {""amplitude"": 0.05204676462370662, ""center_cm-1"": 745.6053, ""sigma_cm-1"": 5.446638698322284}, {""amplitude"": -0.05251114591226477, ""center_cm-1"": 972.2003, ""sigma_cm-1"": 9.210836037327866}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.0024907152143889924, -0.004256705186107578, 0.013625362295722239], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [110.1752, 126.085, 140.0664, 195.5099, 261.5599, 301.0935, 438.9789, 484.2979, 529.6169, 593.2564, 745.6053, 972.2003], ""gaussian_noise_sigma_normalized"": 0.011381294842713559, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0322__AUG_0184,PARENT_0322,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0322__AUG_0184.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [95.41614, 242.4617, 308.9938, 386.6146, 533.6602, 564.0335, 610.3167, 668.6528, 744.3451, 787.2535, 1079.416], ""gaussian_noise_sigma_normalized"": 0.018577928553724102, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.8963318736425566, ""index_start"": 1, ""index_stop"": 31}]}"
PARENT_0323__AUG_0185,PARENT_0323,RRUFF database__R050661,Borate,Borate,Kernite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0323__AUG_0185.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.01948329831375375, ""center_cm-1"": 172.2236, ""sigma_cm-1"": 6.660695070010539}, {""amplitude"": -0.0643245659157388, ""center_cm-1"": 257.0763, ""sigma_cm-1"": 6.106945636596688}, {""amplitude"": -0.012446023502974454, ""center_cm-1"": 318.3051, ""sigma_cm-1"": 7.021746044258373}, {""amplitude"": 0.009516185112692407, ""center_cm-1"": 387.2479, ""sigma_cm-1"": 8.571168478410755}, {""amplitude"": 0.02454378493075804, ""center_cm-1"": 426.2994, ""sigma_cm-1"": 5.093482065367459}, {""amplitude"": -0.014153659336376329, ""center_cm-1"": 458.1192, ""sigma_cm-1"": 8.755991164249991}, {""amplitude"": 0.04691197487666955, ""center_cm-1"": 496.2064, ""sigma_cm-1"": 8.358741643796744}, {""amplitude"": -0.02512148553537518, ""center_cm-1"": 580.0948, ""sigma_cm-1"": 8.115504855626341}, {""amplitude"": 0.05483110511721738, ""center_cm-1"": 737.2651, ""sigma_cm-1"": 6.5278431427553}, {""amplitude"": -0.015952417252385137, ""center_cm-1"": 846.7057, ""sigma_cm-1"": 9.267392293948436}, {""amplitude"": 0.06999168800943324, ""center_cm-1"": 930.112, ""sigma_cm-1"": 4.372256650526409}, {""amplitude"": -0.0057494300302465134, ""center_cm-1"": 1028.464, ""sigma_cm-1"": 8.032992582780048}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [172.2236, 257.0763, 318.3051, 387.2479, 426.2994, 458.1192, 496.2064, 580.0948, 737.2651, 846.7057, 930.112, 1028.464], ""gaussian_noise_sigma_normalized"": 0.021627147395358013, ""intensity_gamma"": 1.2154852384663082, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.8392990682688849, ""index_start"": 1004, ""index_stop"": 1068}, {""factor"": 0.849629682932203, ""index_start"": 578, ""index_stop"": 630}, {""factor"": 0.8952250048201669, ""index_start"": 2421, ""index_stop"": 2439}]}"
